,0,1,2,3,4,5,6,7
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
101,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
102,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
103,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
104,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
105,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
106,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
107,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
108,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
109,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
110,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
111,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
112,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
113,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
114,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
115,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
116,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
117,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
118,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
119,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
120,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
121,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
122,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
123,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
124,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
125,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
126,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
127,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
128,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
129,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
130,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
131,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
132,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
133,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
134,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
135,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
136,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
137,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
138,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
139,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
140,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
141,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
142,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
143,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
144,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
145,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
146,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
147,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
148,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
149,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
150,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
151,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
152,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
153,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
154,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
155,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
156,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
157,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
158,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
159,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
160,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
161,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
162,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
163,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
164,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
165,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
166,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
167,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
168,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
169,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
170,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
171,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
172,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
173,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
174,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
175,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
176,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
177,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
178,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
179,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
180,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
181,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
182,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
183,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
184,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
185,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
186,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
187,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
188,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
189,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
190,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
191,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
192,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
193,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
194,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
195,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
196,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
197,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
198,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
199,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99
200,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
201,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
202,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
203,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
204,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
205,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
206,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
207,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
208,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
209,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
210,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
211,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
212,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
213,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
214,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
215,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
216,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
217,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
218,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
219,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
220,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
221,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
222,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
223,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
224,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
225,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
226,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
227,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
228,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
229,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
230,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
231,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
232,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
233,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
234,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
235,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
236,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
237,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
238,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
239,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
240,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
241,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
242,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
243,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
244,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
245,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
246,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
247,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
248,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
249,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
250,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
251,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
252,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
253,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
254,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
255,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
256,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
257,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
258,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
259,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
260,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
261,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
262,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
263,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
264,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
265,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
266,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
267,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
268,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
269,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
270,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
271,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
272,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
273,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
274,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
275,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
276,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
277,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
278,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
279,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
280,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
281,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
282,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
283,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
284,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
285,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
286,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
287,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
288,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
289,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
290,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
291,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
292,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
293,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
294,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
295,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
296,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
297,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
298,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
299,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98
300,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
301,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
302,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
303,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
304,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
305,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
306,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
307,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
308,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
309,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
310,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
311,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
312,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
313,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
314,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
315,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
316,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
317,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
318,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
319,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
320,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
321,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
322,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
323,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
324,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
325,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
326,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
327,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
328,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
329,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
330,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
331,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
332,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
333,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
334,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
335,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
336,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
337,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
338,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
339,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
340,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
341,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
342,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
343,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
344,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
345,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
346,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
347,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
348,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
349,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
350,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
351,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
352,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
353,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
354,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
355,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
356,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
357,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
358,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
359,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
360,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
361,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
362,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
363,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
364,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
365,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
366,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
367,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
368,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
369,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
370,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
371,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
372,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
373,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
374,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
375,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
376,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
377,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
378,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
379,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
380,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
381,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
382,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
383,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
384,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
385,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
386,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
387,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
388,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
389,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
390,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
391,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
392,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
393,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
394,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
395,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
396,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
397,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
398,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
399,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.97
400,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
401,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
402,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
403,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
404,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
405,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
406,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
407,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
408,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
409,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96
