	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
Run_96cell19	1.0459461	-0.014987696	0.9811181	0.01928436	0.010354918	-0.0034579942	0.9542168	-0.04987283	0.9897674	-0.02533615	-0.055349372	1.0802733	1.066598	1.197161	-0.005737245	1.0148089	1.0570557	0.40229562	0.21569718	0.022063699	0.69561636	-0.009934805	1.0241852	0.87381876	0.94570065	0.040021084	0.020028666	0.9816575	0.04884587	1.0276672	0.041656967	-0.00962922	0.05306437	1.0424463	0.032019228	1.0500413	0.8822407	0.002954334	0.18542366	0.13570252	0.9504906	1.0468996	0.97045475	0.99174017	1.0666826	-0.033419464	1.1039392	-0.022803988	1.0372638	0.03516512	0.04727899	0.13796039	0.2010571	0.9744273	0.0035825605	0.9406159	0.99679303	-0.051509343	1.0321699	0.9610897	0.9495298	0.022069097	0.9299194	1.0907644
Run_96cell2	0.84326357	-0.051593296	0.97777224	-0.06629347	-0.05177329	0.143344	0.9006701	-0.07912143	1.0868617	-0.07101946	-0.13366476	0.09216312	0.9773022	1.082973	-0.06498538	1.0926461	1.0698676	0.9288581	0.26853344	0.7650785	1.0591598	0.0010450045	1.186142	0.055624966	0.9409051	0.14950892	0.020134753	0.89947915	0.030355364	1.112296	-0.10799902	0.09318011	-0.038817957	1.0423561	0.08216024	1.0386336	1.0087472	-0.018197482	0.7392582	0.23519725	1.1231554	0.93154323	1.054586	0.9249918	1.012022	0.0074791033	1.075409	0.034507092	0.97332174	-0.019232433	-0.015232556	0.23232345	0.50500435	1.1902823	0.066351764	0.98738253	0.95979565	0.07304302	0.9851388	1.0584881	0.99585646	0.07124656	0.72970647	0.58971256
Run_96cell20	1.0750674	0.16645175	1.037515	0.14697078	0.07984416	0.05477175	0.612686	0.03410586	0.8238253	0.019071326	-0.025923476	0.71557724	0.8851731	1.1351657	0.0097633805	0.8379657	0.80401415	0.7721984	0.3528819	0.5268052	0.86639374	0.023672163	0.98735565	0.7781222	0.85845625	0.011455498	0.12189661	0.8609284	-0.008333075	0.86277324	0.048838384	0.101324104	0.0623717	0.36723253	0.07204619	1.0283706	0.8874839	0.05993942	1.1521416	0.9470285	0.825395	0.9937042	0.722945	0.8809641	0.47781023	-0.06695445	0.7074848	0.044699516	0.63199943	-0.027988948	0.05102211	0.22587983	0.64850384	0.8832858	0.031914312	0.8350053	0.65247226	0.58033824	0.9358342	0.8876806	0.40966758	0.049439557	0.8804347	0.07576429
Run_96cell21	0.8914134	0.037641287	0.96945584	0.04260108	-0.061433364	-0.0056178356	1.0542854	-0.03221854	0.94280005	-0.012594207	0.02532803	0.88714087	0.9863726	1.0386508	0.013142824	0.9652909	0.9534093	0.27407658	0.28882995	0.08745815	0.57303077	-0.028121881	1.0029576	0.7093761	0.9940165	0.047292948	0.031390455	1.0308776	0.026869312	1.0232098	0.025842266	0.06523238	0.018276377	1.1140414	-0.00535974	1.0544187	0.9607504	-0.012545932	1.0317416	0.01772784	0.94875884	0.92612845	1.1402656	0.98394513	0.9975744	-0.063266575	0.9640439	0.029255833	0.9417077	-0.0015061463	-0.001623245	0.013966335	0.009454669	0.9864756	0.020244516	0.9435154	0.95056796	0.18809754	0.971604	0.9791476	0.9917503	0.0008931551	0.99749124	1.0971075
Run_96cell22	0.9236255	0.12144766	1.0952022	0.032588717	-0.117699385	0.03264709	1.1741242	-0.013151912	1.005537	-0.06852869	-0.034952033	0.37677976	1.0810137	1.1933856	-0.04122004	0.97613925	1.068199	1.0457234	0.424899	0.17422715	1.0257853	-0.00996666	1.0599074	0.0069903918	0.98995733	-0.022517785	0.08510576	1.152128	0.028620321	1.0798454	-0.011304913	-0.02234003	-0.06835662	0.97301	-0.039898127	1.0703449	1.0032431	-0.042068504	0.79497534	0.29009005	1.2354811	1.0438788	1.1101015	1.0565457	1.0415583	0.196022	1.0976033	0.014720979	0.97791034	-0.049079034	0.017663304	-0.3750768	0.74611866	1.0886511	-0.016939498	1.1310066	0.99016804	0.018134385	1.0399814	1.0602767	0.8963462	0.006169686	1.0019053	-0.27516222
Run_96cell23	0.74917525	0.08684888	1.0015446	-0.06288354	0.35470542	1.10961	0.07889789	0.6859254	0.91785216	0.32528704	0.9469955	-0.08507246	0.9810094	0.3186268	0.14825332	0.9861169	0.9856411	0.8947189	0.27679163	0.39010745	0.9724005	0.20523885	1.0776227	0.40074515	-0.058869496	0.2725862	0.7302634	-0.14146298	0.41529512	0.8064067	0.013603205	0.93047726	0.11752469	0.049105052	-0.045020226	1.0806203	0.8420554	-0.05992788	0.87428445	0.8005512	0.8324122	0.2975161	0.7156343	0.6226169	0.33973768	0.8689048	0.32606575	0.07684571	1.0549664	0.012930796	0.14438866	0.248001	0.86698747	-0.18388516	-0.037300184	-0.036793694	0.12335597	0.6053137	-0.08536279	0.07773618	-0.07624164	0.021806808	0.18837157	0.06056179
Run_96cell24	0.8651786	0.3654849	1.0724231	0.09748099	0.00062556285	-0.021149151	0.946959	-0.014699655	1.1114362	0.02552592	-0.062498957	1.0840905	0.8831643	1.0038061	-0.043711163	1.1054868	1.0472721	0.7229195	0.46647286	0.097646534	0.23817119	-0.026452124	1.0274551	0.47724077	1.053211	-0.046829	-0.018279914	1.0757078	0.08815053	1.1039796	-0.06838285	0.11264451	-0.034235552	1.2074343	-0.07014248	1.070742	1.0276109	-0.009977027	0.96297646	0.022389892	1.0051126	0.97366166	1.0084149	0.9542369	1.1392094	0.07282548	1.0709021	-0.13348518	1.1075304	-0.0074174185	-0.026731143	0.11924274	0.74441093	1.144299	0.13212365	1.0552752	1.1569549	0.18925709	1.1640081	1.1390169	0.2290285	-0.015680013	1.0600437	-0.05214294
Run_96cell25	0.96391654	-0.019307923	0.94194865	0.01978855	-0.038194854	0.0031703254	0.89735895	-0.036552474	0.97376335	-0.074434794	-0.013208185	0.91547716	0.9817	1.1001108	-0.009424679	0.956337	0.98276764	0.6254466	0.24931808	-0.0002955012	0.72452503	-0.048102662	1.0070581	0.6883964	0.86146545	0.19216356	0.04306968	0.94632936	0.09079899	0.89186645	0.0059078056	-0.010430165	0.039176874	1.0411547	0.042325497	1.0488893	0.8414834	-0.025404144	0.46092463	0.1625203	0.9382041	1.0782315	0.84111625	0.91065913	0.9051103	-0.017553475	1.0568314	-0.00215605	1.0363247	0.076363996	0.02519985	0.62592375	0.5680342	0.9214598	-0.06471915	0.90044063	1.004926	0.23211408	0.9328173	0.9369434	0.98181033	0.011622515	0.96523553	1.0963454
Run_96cell26	0.10122217	-0.01398975	0.9245211	-0.08651229	0.9039739	1.0969664	1.0531324	0.8261424	1.0305125	1.0349427	0.188679	1.2597151	-0.016294379	1.1394625	0.01147696	0.93916476	0.081572875	1.2436037	0.0031627323	1.1886839	1.2026392	0.032507643	0.9609087	0.22560984	0.024720818	0.15088074	1.0516887	0.3210981	1.2101493	0.12068509	-0.017643457	-0.20995332	0.05154776	1.0463902	0.21669114	1.157646	0.9796048	0.031204896	-0.056601435	0.7763923	1.0458155	0.34368408	0.35208657	-0.1682527	1.097193	-0.08097303	-0.023547187	0.69773215	0.15582605	0.38163826	0.04947151	1.5425767	1.1372571	0.22413221	1.0295191	1.2160362	1.2096479	0.25056338	0.09026827	1.0736973	1.0816799	0.034096442	0.061837055	1.1842173
Run_96cell27	0.18820001	-0.10785259	0.76902795	0.043350626	0.71711034	0.9722608	0.87584335	0.99114823	1.0097601	0.7848628	0.38766748	0.5013684	0.7121663	0.03936792	0.053298946	0.9542114	0.16270497	0.6450242	0.051922828	0.88710016	0.8445251	-0.06816792	1.0250018	-0.059122864	-0.048884243	0.043360457	0.43284646	0.040727116	0.9702796	0.043540575	0.08286703	0.8416539	0.17286801	0.31038344	-0.036927827	0.85436654	0.9534405	0.035509802	0.023491707	0.6661351	0.9638938	0.3053835	0.19798571	0.12074897	0.7136118	0.017870024	0.303943	0.11346804	0.2508286	0.83832365	-0.021144576	0.68084943	0.7197877	0.3475347	0.4572872	0.2009518	0.30287	0.33631995	0.27251244	0.84296656	1.0629396	0.024296189	0.01609116	0.8586973
Run_96cell28	1.1719489	0.014976151	1.04613	0.15385824	-0.07196308	-0.015176809	0.6624058	0.036067158	1.1913837	0.067745134	0.034791928	1.2754443	0.948918	1.0460047	-0.05284898	1.2019851	1.155953	0.38623634	0.06467541	-0.017436579	0.855331	-0.0887582	1.0379312	-0.029132064	1.1052758	-0.00092177186	-0.059606183	1.0572989	0.033917654	1.0904955	-0.1454507	-0.015401199	0.024083147	1.1445704	-0.04449732	0.9919949	1.0348079	-0.018619124	1.161017	0.31569603	0.9429951	0.8945104	0.9781782	0.96746606	0.04465441	0.070634454	0.8840255	-0.20428227	1.0360979	0.08974482	0.019024637	0.34762973	0.49330884	1.1482856	0.02713897	1.0320308	1.1182318	0.2872013	1.1331117	0.9052712	0.6204644	0.00095212646	1.0984997	0.32302135
Run_96cell29	1.0409294	0.045987055	1.0011367	0.07368419	0.013201143	0.05825199	0.90236545	-0.03847733	1.093749	-0.037514076	-0.011952681	0.8523667	1.0303013	1.1212772	-0.056572206	1.0077721	1.0196171	-0.030263383	0.35681263	-0.1199857	1.0634325	0.015821673	0.99267966	0.74982834	0.9957274	0.016084954	-0.06266284	1.0322704	0.022750024	1.012366	0.039089106	0.05556421	-0.0003957674	1.0237769	0.006195887	1.0426645	0.94976604	0.012912882	1.1164525	0.04330558	0.9440992	1.0249518	0.990415	0.99860173	0.59732455	-0.010205779	1.0358427	-0.0024312185	0.9933626	-0.017770067	0.03649951	0.020522682	-0.08139065	0.9756567	-0.002323768	0.91663474	0.9809072	-0.047142603	1.0034633	1.0672147	0.8498809	-0.0021733232	1.0845647	0.76642984
Run_96cell3	1.1403282	0.08018943	1.0354917	0.004224506	-0.027962182	0.064178154	0.8009006	0.027057925	1.0861193	-0.025470298	-0.03958199	1.1513242	1.0107158	1.122786	-0.030412234	1.0393631	1.044286	0.17261139	0.14041688	0.0134770125	0.87027156	-0.006587563	1.0160372	1.05577	0.89923286	-0.024018303	0.013554886	1.0080783	0.00084154215	1.0228095	-0.071929105	0.026327781	0.0030109826	1.00288	0.02642706	1.0239596	0.9357878	0.010920616	0.52743477	0.08271286	0.964375	1.041231	0.9250013	0.97885925	1.123683	-0.06634033	1.1098666	-0.035306316	1.0194902	-0.021169107	0.082314745	0.15976183	0.03682161	0.926704	0.008965098	0.95732784	0.96805584	-0.10260191	1.0323322	1.0872918	1.1421912	0.018295612	0.9288002	0.8448142
Run_96cell30	0.84941536	0.02471114	1.0155201	-0.010201114	-0.029030535	0.015109113	1.1472697	-0.0056424793	0.9597849	-0.0033539562	0.0072676716	0.9512458	1.0305291	1.0833489	-0.023720294	0.95307976	0.9937495	0.7198711	0.20443673	0.10880498	0.8202126	-0.008876404	1.010124	0.5689907	0.99083257	-0.0187798	0.024138924	0.99929917	0.05712356	1.0522952	0.019497452	0.047527984	-0.021684697	1.0349424	0.026567876	1.0918132	0.9583475	0.03121085	0.8807004	0.018626336	0.9773784	1.0085081	1.0843556	0.99666196	1.1192099	-0.032355685	0.9533959	0.019346118	0.97901696	-0.066150196	0.015409652	0.16857369	0.25892133	1.028341	0.038534507	0.9682367	0.9261151	0.18655795	1.0455027	1.0230966	0.801457	0.012154093	0.95109665	1.2054616
Run_96cell31	0.8323487	0.079829164	1.0025531	0.4032141	0.09959616	-0.15117796	0.2947691	0.56860554	0.5378406	0.0521193	0.6972295	0.12489477	0.6284236	0.6903585	0.05476094	0.36455536	1.180584	0.4014258	0.72362596	0.64592314	0.83388555	0.064784676	1.046382	0.9864756	0.048294723	0.39754662	-0.19692075	0.9452955	0.020971019	0.9774124	0.42237282	0.34838825	0.16608919	0.12779893	0.09909416	1.0728554	0.7603114	0.09980401	0.13770767	1.2280236	0.50872386	0.7579425	0.22264132	0.8691097	0.4169177	0.20197138	-0.03970147	0.01129803	0.6249564	0.56791013	0.065642014	0.0013052952	0.79855466	0.9203387	0.44876453	0.17889665	0.31681845	0.7657326	0.50115067	0.8785755	0.040000055	-0.045624882	0.26142532	0.90711623
Run_96cell32	1.1041759	0.05577351	1.0672522	-0.016168214	-0.004842068	0.020629324	0.7360358	0.050622307	1.0419545	0.022985753	-0.07479643	1.068784	0.90277195	1.069764	-0.07894705	0.9872027	1.0250974	0.9851611	0.48893866	0.022819828	0.9599342	-0.021725133	1.0227633	0.63081634	1.0627823	-0.06425248	0.01885613	0.9778648	0.058051318	0.9860851	0.08448827	0.078257546	-0.018742649	0.8646268	0.079892874	1.0168604	1.0497543	0.022112768	0.7054238	0.42521203	1.015745	1.0730958	0.9550771	0.9804874	0.8773477	0.0060525313	0.91368276	-0.05085708	1.000803	-0.058201376	0.0051899217	0.088169396	0.1393532	1.1882809	0.060026933	1.0902122	0.827099	0.31287822	1.1422734	1.0697589	-0.2888447	0.0104109775	0.96910256	0.14609693
Run_96cell33	0.67208433	0.20602176	0.92028534	0.19104177	-0.113976955	0.006093991	-0.007882491	0.042154975	0.8082823	-0.24898857	0.022808455	1.1311207	0.78630126	0.478228	0.31772244	0.5862811	0.69961005	0.7794854	0.84382445	-0.45117152	0.3200868	-0.03616061	1.0461398	0.53381807	0.6050377	0.07995282	0.057389136	0.81443715	-0.06006409	0.55326694	0.3974377	0.552761	0.085149355	0.24890225	0.2519863	1.0021274	1.0229622	0.10445925	0.40656683	0.56692165	0.7702265	0.8956582	0.49925005	0.88449615	0.5545859	0.14325511	0.681408	-0.040116627	0.8862944	0.06372253	0.020617422	0.16012429	-0.15514266	0.76029134	0.2980154	0.8235446	0.6530652	1.4275028	0.7035949	0.7122863	0.6182314	0.05756244	0.6782726	-0.050642557
Run_96cell34	0.55597293	0.20010635	0.9745792	0.040315695	0.023353983	0.048899636	1.0940428	-0.05410227	0.955513	0.0047214413	-0.03424459	0.74405015	1.00504	0.9516139	-0.032337926	0.9466548	1.020968	0.30965996	-0.037012585	-0.07268898	0.85305256	-0.0035921708	1.0017769	0.2920446	0.92053473	0.0959884	0.027856573	0.873513	0.01095607	0.8154079	0.22549097	0.15280747	0.04339393	1.1038376	0.11840898	1.0376916	0.9050666	0.007120803	-0.08203593	0.0064443015	0.889259	0.9138962	1.0209428	1.0391519	0.9552162	0.11094659	0.9950423	0.044241775	1.0676312	0.074924126	-0.0064085945	0.24358691	-0.13127047	0.984772	0.051133394	0.9125633	0.90546983	0.45824972	0.87287825	0.9222419	0.73208123	0.01856938	0.99457866	0.76054245
Run_96cell35	0.7281244	0.24141294	0.9594511	0.19891606	0.09695271	-1.8039718e-06	0.5589483	0.061510466	0.98498446	-0.06497837	0.08889708	0.4563137	1.035383	0.97611105	0.05187925	0.997885	0.9238797	0.21661086	0.906529	0.6895145	0.54614025	-0.0077311434	0.84408605	0.56676275	0.8051568	0.43847337	0.02592887	1.0196477	0.09205689	0.9343571	0.086021625	0.14846306	-0.01582866	0.8353254	0.047179796	1.1473387	0.82994336	0.020860163	0.61193544	0.8241477	0.7175796	1.1352948	0.6410323	0.97245103	0.86328095	0.13596544	0.83888495	0.06560124	0.8297241	-0.09578571	0.0105992295	-0.13851453	0.42951995	0.85891336	0.0914284	0.7766514	0.8029058	0.9359935	0.9190357	0.79765815	1.1899534	0.039178796	0.82347804	0.22473818
Run_96cell36	0.15314808	0.19012114	0.8829354	-0.0023242394	0.09414078	-0.099303894	0.36498344	0.021343349	1.015004	0.037210714	0.050073914	0.98906887	0.83807445	0.9743496	0.03720124	0.9563148	0.8336565	0.9966324	-0.1714143	-0.14609441	0.7623294	0.0056979703	1.0626371	0.2893828	0.7944143	0.11641756	0.05664751	1.021024	0.53802675	0.7697953	0.081257075	-0.04729709	0.015112208	0.37037066	0.02971755	1.0064791	0.95404977	0.06563122	-0.061816007	0.9668786	0.8064703	0.92384446	0.086454764	0.8980175	0.8726161	0.25263458	0.9753137	-0.06399568	0.8701156	0.6533316	0.02941041	0.13763668	0.98700213	0.63850063	0.16918977	0.323914	1.0190917	0.97032374	1.0367414	0.94524527	0.25243935	-0.07945123	0.5891644	-0.16034469
Run_96cell37	0.21957225	-0.13405645	0.5858592	-0.008838604	0.54856956	0.91119313	0.75993687	0.92694366	0.979605	0.78802186	0.2502609	0.36822906	0.82949877	-0.09937313	0.057604153	1.0394869	0.6382386	0.5881967	0.01919203	0.90083754	0.77935934	-0.25896013	1.1100525	-0.16654149	0.07529667	-0.07300865	0.30418023	-0.09178381	0.79780877	0.08739353	0.1819093	0.850563	0.0074409265	0.19040465	-0.07312765	1.0541383	1.0169907	0.026969122	-0.09198484	0.83009887	0.88010734	0.5951324	0.40786114	0.20903805	0.5485897	0.11643575	0.30839226	0.12680662	0.43151367	0.39567408	-0.0029075034	0.25239217	0.7628195	0.6076291	0.29067576	0.23827992	0.19158973	0.07735107	0.12133278	0.6923978	1.0087212	0.05217812	0.13292474	0.84898853
Run_96cell38	0.5633542	0.06370223	1.0207958	0.14314142	0.5404974	0.08550477	1.0588591	-0.020914538	0.9586257	-0.0070254756	-0.053989433	0.8841103	0.87701714	0.73078716	-0.052641638	0.90147007	1.0394523	0.1306024	0.12528497	0.73706794	0.91193503	0.027464952	0.9307446	0.18329176	0.85608065	0.23804644	-0.1442142	0.96903247	0.27280983	0.7281277	0.029459415	0.2841048	-0.01155591	1.0777303	0.042471625	1.0533177	0.9823354	0.044907406	0.092389	0.29611748	0.81658304	1.0575578	1.1010182	0.9378286	0.56315684	-0.054152265	0.7665604	0.018596768	0.48353028	-0.047353595	0.09039697	0.6660022	0.6412897	0.85850304	0.1443429	0.7665192	0.8988111	1.007839	0.9212879	0.99156886	0.9624637	-0.008835068	0.9560215	0.545436
Run_96cell39	1.2586747	0.043406516	0.9874526	-0.034011867	0.046702772	0.023763902	0.14731863	0.18358323	0.9861083	0.106192276	0.34087965	0.041354246	0.88741267	0.9248129	-0.033492323	1.0734326	1.069571	0.8796919	0.4477651	0.7560799	0.94217235	-0.028870344	1.1122746	0.8623212	0.5478332	0.00739622	-0.009262707	1.0831332	-0.06758367	1.2348032	0.038802452	0.088263735	0.019760324	0.7185951	0.038458847	1.2199852	1.0662203	-0.014588298	0.6579711	0.9744518	0.32942638	1.0244024	0.7203768	1.0823586	0.64097506	0.4190786	0.71230954	0.022647064	0.9154228	0.24226898	0.061212387	0.1162032	0.5789718	1.012141	0.028792053	0.17282936	0.6710304	0.91879886	0.6579673	1.0644047	0.42289987	-0.114207745	0.70608	-0.00046041608
Run_96cell4	0.9287508	0.034856312	1.003966	0.07260066	-0.08125632	0.019520015	1.0183784	-0.03600201	0.9806608	0.015311961	-0.0012878701	0.9649149	1.0380348	1.1128473	-0.017070156	1.0072787	1.0812724	0.10682835	0.6398511	0.106288515	0.22122619	-0.023207664	1.017108	0.96864676	0.95608747	0.032679737	0.03348896	1.0214006	0.024261612	0.9878967	-0.03296011	0.06840339	0.026999965	1.0874971	0.0040780595	1.0349593	0.94644	-0.008912651	1.1325948	0.0046979524	0.8978505	1.0202682	1.057152	0.99163085	0.9720706	-0.07527531	0.98852557	-0.0075748535	1.0061295	-0.018759754	0.017796144	-0.016845109	0.04654315	0.92063767	0.017951228	0.9280483	1.0078299	0.014000125	1.0167994	1.0310037	1.017442	-0.010907082	1.0532421	0.98182845
